Rank,Puzzles,AMT (s),Solved rate,1-sigma Mean (s),1-sigma STD (s),difficulty
1036,3 5 10 13,11.79,82.3,11.04,5.37,hard
408,9 12 12 12,6.98,82.2,7.03,3.68,hard
1076,2 4 8 13,12.7,82.2,12.07,5.92,hard
1079,1 4 7 9,12.74,82.2,12.0,5.11,hard
1030,2 9 11 13,11.7,82.2,11.25,5.36,hard
1167,2 3 8 10,15.61,82.2,14.94,6.54,hard
1089,2 3 3 3,12.87,82.1,11.84,5.96,hard
1090,2 5 10 13,12.92,82.1,12.4,5.91,hard
1109,1 3 6 10,13.46,82.1,12.08,6.87,hard
1059,2 4 4 5,12.28,82.1,11.3,5.16,hard
1050,2 5 5 7,12.09,82.0,11.59,4.86,hard
1085,1 4 5 9,12.83,81.9,11.81,6.41,hard
979,4 10 12 13,10.99,81.5,10.2,5.37,hard
974,5 6 6 8,10.92,81.5,10.49,5.85,hard
1115,2 10 12 13,13.77,81.4,13.06,6.04,hard
1016,4 6 7 12,11.52,81.4,11.17,5.36,hard
923,5 5 8 10,10.21,81.3,9.68,3.96,hard
1121,2 3 8 9,14.01,81.3,12.85,6.23,hard
1153,3 6 8 13,14.97,81.3,14.28,6.12,hard
973,1 5 12 12,10.9,81.3,10.12,4.86,hard
792,8 8 9 13,8.98,81.2,8.59,4.69,hard
1038,4 5 5 10,11.86,81.2,10.96,4.46,hard
1094,1 1 6 9,13.05,81.0,11.34,6.4,hard
1096,1 5 6 11,13.06,81.0,11.93,6.47,hard
1022,4 6 8 13,11.61,81.0,10.84,5.09,hard
1104,2 8 10 13,13.34,80.9,12.56,5.95,hard
989,5 5 8 13,11.11,80.8,10.59,4.46,hard
1175,2 3 6 7,16.08,80.8,15.05,6.62,hard
1143,5 6 6 12,14.72,80.7,13.46,6.01,hard
1120,2 4 7 9,13.95,80.6,13.14,6.36,hard
714,7 8 8 11,8.48,80.6,8.17,4.53,hard
843,1 7 12 12,9.45,80.6,8.78,4.34,hard
1160,3 6 8 12,15.17,80.5,13.79,6.15,hard
1056,6 9 10 12,12.25,80.5,11.36,5.94,hard
975,7 7 8 11,10.95,80.4,10.02,4.42,hard
1092,2 3 8 8,12.98,80.4,11.84,5.7,hard
1010,6 7 9 9,11.41,80.4,10.68,5.9,hard
939,2 7 12 13,10.44,80.4,9.67,4.84,hard
1125,1 3 7 9,14.22,80.4,12.74,5.47,hard
1128,3 3 8 10,14.27,80.3,13.49,5.53,hard
982,5 8 8 8,11.02,80.2,10.42,5.19,hard
1103,2 3 5 10,13.29,80.2,12.07,5.35,hard
1117,2 3 7 8,13.89,80.2,12.68,5.59,hard
1073,1 5 8 13,12.64,80.1,11.42,5.73,hard
1113,3 8 9 11,13.57,80.1,12.64,6.8,hard
937,6 11 12 13,10.36,80.1,9.55,4.95,hard
1091,1 4 6 6,12.97,80.0,11.77,6.38,hard
1069,3 5 11 12,12.56,79.9,11.32,5.7,hard
1202,2 8 10 12,17.74,79.8,16.35,7.45,hard
1080,4 7 10 12,12.74,79.8,11.37,5.54,hard
1039,7 8 9 10,11.86,79.8,11.04,5.33,hard
941,3 4 9 13,10.45,79.6,9.45,5.34,hard
1161,1 4 4 6,15.31,79.6,13.55,6.77,hard
1044,5 5 8 12,11.91,79.5,10.98,5.06,hard
1150,4 7 8 12,14.95,79.4,13.86,6.69,hard
1118,3 5 9 9,13.9,79.4,12.9,6.13,hard
1126,2 4 9 10,14.24,79.3,12.99,6.0,hard
1158,2 4 10 11,15.16,79.2,13.93,6.45,hard
1011,7 8 10 10,11.42,79.1,10.55,4.89,hard
1123,3 3 9 11,14.2,79.1,13.05,5.65,hard
1122,3 5 5 11,14.19,79.0,13.09,5.43,hard
1097,4 4 5 12,13.09,79.0,11.5,5.91,hard
1106,2 7 10 11,13.37,78.9,12.25,6.04,hard
962,8 8 10 12,10.72,78.7,9.71,5.6,hard
880,2 2 2 5,9.85,78.7,8.96,4.68,hard
1148,2 2 5 10,14.91,78.6,13.45,5.78,hard
1133,2 6 12 13,14.46,78.6,13.39,5.8,hard
1169,2 5 5 9,15.7,78.5,14.39,5.98,hard
1052,2 6 6 7,12.21,78.4,10.67,5.54,hard
1110,4 10 10 12,13.46,78.4,12.16,6.28,hard
1078,2 4 5 7,12.71,78.4,11.3,5.62,hard
996,4 4 9 12,11.24,78.3,10.16,4.72,hard
932,2 5 10 10,10.32,78.3,9.42,3.9,hard
1139,2 5 9 10,14.58,78.1,13.05,6.18,hard
1149,3 3 9 10,14.94,78.1,13.6,6.1,hard
1184,5 5 6 8,16.54,78.1,14.9,6.54,hard
1053,7 10 10 12,12.21,78.0,11.01,5.07,hard
1019,4 5 6 13,11.55,78.0,10.18,5.07,hard
997,2 5 6 6,11.25,78.0,9.88,5.53,hard
1095,5 9 10 13,13.05,78.0,11.54,5.87,hard
1043,3 3 3 11,11.91,78.0,10.71,5.38,hard
1081,4 5 8 13,12.76,78.0,11.33,5.89,hard
987,1 2 7 12,11.1,77.9,9.65,5.55,hard
1108,6 8 11 12,13.39,77.9,12.23,5.74,hard
1137,4 6 9 12,14.54,77.8,12.61,7.02,hard
1166,2 6 11 12,15.49,77.7,13.96,6.35,hard
595,8 11 12 12,7.82,77.5,7.26,3.55,hard
1154,2 2 3 4,14.98,77.4,13.18,6.13,hard
1055,4 4 6 9,12.24,77.4,10.48,5.57,hard
1132,3 4 4 10,14.42,77.1,12.1,6.66,hard
1034,2 5 11 12,11.73,77.1,10.24,5.29,hard
1064,7 9 10 11,12.41,76.9,10.81,5.32,hard
1146,4 4 4 10,14.82,76.9,12.75,6.5,hard
1190,2 3 7 10,16.91,76.9,14.96,6.78,hard
1136,3 3 4 13,14.49,76.8,12.26,6.76,hard
1063,4 9 10 11,12.38,76.8,10.69,5.81,hard
1157,4 6 8 10,15.11,76.7,12.71,7.59,hard
1114,6 12 12 12,13.66,76.6,11.63,6.62,hard
1101,2 2 2 9,13.21,76.6,10.98,6.35,hard
1212,2 4 7 8,18.98,76.5,16.76,7.16,hard
1144,2 5 9 11,14.75,76.5,13.08,6.84,hard
1194,2 3 7 7,17.1,76.5,15.28,6.63,hard
1102,5 7 10 10,13.28,76.5,12.05,5.27,hard
1130,3 4 4 11,14.39,76.4,12.57,6.37,hard
1051,4 10 11 13,12.16,76.2,10.51,5.57,hard
1098,3 5 6 13,13.1,76.0,11.28,5.52,hard
1093,6 9 11 12,13.02,75.9,10.98,5.93,hard
498,5 8 12 12,7.32,75.9,6.76,3.49,hard
1112,4 5 8 10,13.55,75.9,11.31,5.9,hard
1075,7 7 9 10,12.64,75.8,11.23,5.19,hard
1082,5 6 10 12,12.78,75.8,10.91,5.45,hard
1200,3 5 8 9,17.49,75.8,15.67,7.53,hard
1145,5 9 9 12,14.78,75.7,12.97,6.67,hard
1181,1 3 11 12,16.48,75.6,14.03,7.05,hard
1173,1 3 12 13,16.02,75.6,13.66,6.86,hard
1147,3 4 10 10,14.86,75.5,12.9,6.06,hard
1208,4 5 6 9,18.44,75.3,16.49,7.02,hard
1246,2 3 6 8,23.06,75.3,20.16,8.88,hard
964,4 4 7 10,10.74,75.2,8.92,4.39,hard
1216,2 2 4 12,19.2,75.1,15.22,9.15,hard
1067,3 3 6 8,12.46,74.6,10.38,5.58,hard
1074,3 3 9 13,12.64,74.6,10.56,5.85,hard
1119,2 2 5 9,13.93,74.3,11.71,6.28,hard
1084,5 7 7 9,12.8,74.2,11.06,5.06,hard
1221,1 3 3 8,19.57,74.0,15.7,7.86,hard
1131,4 5 8 11,14.4,73.8,11.71,6.59,hard
1100,5 5 7 10,13.19,73.8,11.38,4.96,hard
1203,3 8 9 13,17.76,73.4,15.28,7.09,hard
1231,1 3 8 11,20.54,73.4,16.85,8.28,hard
1188,2 4 4 9,16.71,73.4,13.42,7.28,hard
1062,2 2 2 7,12.35,73.3,9.51,5.67,hard
1129,4 4 5 13,14.32,73.3,11.87,7.01,hard
1111,7 10 11 13,13.49,73.3,11.07,5.79,hard
1134,3 6 11 13,14.46,73.2,11.3,6.74,hard
1186,2 6 10 11,16.57,73.1,13.69,6.98,hard
1105,6 7 7 10,13.34,73.0,10.83,5.3,hard
1197,2 2 9 12,17.27,72.9,14.93,6.39,hard
1241,2 3 5 8,21.44,72.9,17.88,7.71,hard
1159,3 6 6 13,15.17,72.8,12.06,6.38,hard
1180,2 6 6 9,16.46,72.8,13.03,6.55,hard
1164,4 5 7 13,15.43,72.8,12.42,6.22,hard
1176,2 2 6 7,16.26,72.5,13.03,6.84,hard
1083,6 9 11 13,12.78,72.5,10.29,5.96,hard
1213,4 8 9 12,18.98,72.5,16.31,6.84,hard
1210,2 6 8 9,18.52,72.4,15.58,6.65,hard
1183,1 4 10 12,16.53,72.1,12.81,6.61,hard
1219,2 2 4 4,19.5,72.0,15.01,8.18,hard
1179,4 9 9 12,16.33,71.8,13.42,6.47,hard
1155,5 7 8 10,14.99,71.2,12.15,5.63,hard
1182,3 10 11 13,16.48,71.2,13.31,6.3,hard
1168,1 5 5 10,15.65,71.2,11.64,6.98,hard
1185,6 8 9 10,16.55,71.2,12.69,7.07,hard
1140,5 5 9 11,14.6,71.1,12.27,5.16,hard
1124,5 7 9 11,14.2,71.1,11.09,5.89,hard
1162,2 5 8 8,15.42,71.0,11.68,6.59,hard
1174,1 3 8 10,16.05,71.0,12.31,6.49,hard
1156,1 5 11 12,15.01,71.0,11.36,6.19,hard
1199,3 5 7 12,17.46,71.0,14.01,7.67,hard
1116,6 7 10 10,13.83,70.8,10.47,5.73,hard
1086,5 7 11 13,12.83,70.8,10.0,5.17,hard
1201,3 9 9 11,17.68,70.5,13.69,7.48,hard
1218,2 7 10 12,19.38,70.2,15.86,7.05,hard
1205,3 4 8 13,17.98,70.0,13.65,7.61,hard
1152,2 2 7 7,14.97,69.8,11.21,5.96,hard
1206,2 6 7 10,18.01,69.8,12.96,7.22,hard
1193,6 6 9 10,17.09,69.8,13.35,6.88,hard
1207,2 6 9 10,18.43,69.7,14.78,6.85,hard
1178,6 10 11 12,16.3,69.7,12.94,6.17,hard
1172,3 3 8 13,15.87,69.7,11.39,6.25,hard
1236,4 4 8 9,21.14,69.6,16.8,8.28,hard
1215,2 3 10 10,19.18,69.5,14.5,7.5,hard
1237,2 3 3 5,21.16,69.5,15.7,8.49,hard
1229,3 5 10 11,20.53,69.5,15.99,8.37,hard
1228,1 5 7 10,20.39,69.5,16.27,7.63,hard
1138,6 10 10 13,14.57,69.1,10.81,5.99,hard
1177,5 6 9 13,16.28,69.0,12.46,6.11,hard
1171,4 7 8 11,15.79,69.0,10.78,6.62,hard
1238,3 6 9 13,21.16,68.9,17.22,7.59,hard
1220,2 3 11 11,19.52,68.3,14.88,7.67,hard
1239,3 3 7 8,21.37,68.3,16.85,8.09,hard
1214,3 5 9 10,19.12,68.1,14.34,7.53,hard
1191,2 7 10 10,17.01,68.1,13.35,5.81,hard
1196,5 7 7 10,17.26,68.0,13.19,6.49,hard
1211,3 5 12 13,18.66,67.9,14.53,6.59,hard
1233,1 2 8 10,20.88,67.7,15.12,7.81,hard
1165,5 5 5 12,15.48,67.4,10.23,6.42,hard
1225,2 3 9 12,20.01,67.3,13.12,7.61,hard
1209,8 10 12 13,18.47,67.3,14.31,6.27,hard
1250,3 4 4 4,24.47,67.3,17.82,9.81,hard
1127,3 5 12 12,14.26,67.2,9.62,5.75,hard
1187,3 9 9 13,16.62,67.2,12.08,6.04,hard
1245,2 4 5 10,22.9,67.0,17.3,8.07,hard
1198,3 6 8 10,17.4,66.6,11.97,6.77,hard
1170,5 7 12 12,15.74,66.0,10.44,6.26,hard
1195,6 6 6 10,17.22,66.0,11.49,6.49,hard
1235,1 6 10 12,21.11,65.8,13.99,7.82,hard
1248,3 4 5 13,23.39,65.6,17.76,8.49,hard
1217,2 2 9 10,19.3,65.3,14.24,7.34,hard
1163,7 7 7 12,15.42,65.2,8.98,6.11,hard
1226,6 8 10 11,20.09,64.6,13.61,7.17,hard
1230,5 9 12 13,20.53,64.4,15.67,7.03,hard
1151,7 9 12 12,14.96,64.2,9.28,5.41,hard
1189,10 12 12 12,16.86,64.1,10.25,5.73,hard
1240,3 5 7 11,21.39,64.0,14.47,7.8,hard
1204,9 9 9 12,17.85,63.8,9.66,6.59,hard
1253,2 5 10 12,24.67,63.7,17.88,8.55,hard
1223,8 10 12 12,19.59,63.6,11.62,7.37,hard
1242,4 5 7 10,21.65,63.6,14.31,7.8,hard
1256,2 2 5 8,24.84,63.5,16.69,9.19,hard
1192,8 8 8 11,17.01,63.5,10.21,5.97,hard
1272,3 4 5 11,28.16,63.3,20.54,9.87,hard
1222,6 8 8 9,19.59,63.0,11.71,7.2,hard
1254,4 10 11 12,24.71,62.9,17.56,8.97,hard
1265,4 7 8 10,26.26,62.9,18.82,9.21,hard
1232,2 7 12 12,20.66,62.8,12.25,7.39,hard
1249,1 5 9 12,23.75,62.6,14.09,8.74,hard
1261,2 2 6 11,25.22,62.2,18.4,8.58,hard
1262,4 9 10 12,25.27,61.7,17.05,9.01,hard
1243,5 7 10 13,22.5,61.6,16.46,7.35,hard
1247,5 9 11 13,23.25,61.5,16.69,7.75,hard
1224,10 10 10 12,19.93,61.5,10.24,6.8,hard
1227,7 8 8 10,20.1,61.2,12.07,7.63,hard
1270,1 4 9 13,27.76,61.1,18.83,10.02,hard
1258,3 4 7 8,25.04,61.1,14.33,8.25,hard
1251,5 7 9 10,24.53,61.0,15.63,8.68,hard
1275,4 5 9 12,29.11,60.9,22.06,10.07,hard
1244,2 9 10 10,22.59,60.6,16.58,7.36,hard
1255,2 4 5 5,24.72,60.4,15.23,8.46,hard
1266,5 6 7 9,26.31,60.1,16.12,9.07,hard
1234,9 11 12 12,20.88,59.5,10.72,6.43,hard
1259,5 6 6 9,25.04,59.2,14.12,8.75,hard
1268,2 3 13 13,26.93,58.4,17.55,9.57,hard
1252,6 6 7 11,24.57,58.0,13.11,8.12,hard
1273,3 3 6 6,28.41,58.0,14.18,8.38,hard
1279,2 5 12 13,31.29,58.0,22.35,9.97,hard
1267,2 6 9 9,26.53,58.0,14.29,8.07,hard
1263,8 9 11 11,25.64,58.0,15.82,8.41,hard
1264,3 9 11 13,26.26,57.6,13.9,8.31,hard
1276,2 3 7 9,30.64,57.6,18.33,10.12,hard
1281,3 6 7 10,31.92,57.4,21.85,10.37,hard
1257,8 8 9 12,24.93,56.7,12.65,7.52,hard
1280,1 4 6 10,31.39,56.3,18.81,9.37,hard
1269,1 7 12 13,27.75,56.3,15.1,9.28,hard
1282,1 2 7 7,32.73,55.0,17.28,10.37,hard
1286,2 2 3 10,35.18,54.9,18.21,10.27,hard
1271,4 10 10 11,27.76,54.8,19.34,9.04,hard
1283,2 5 8 12,32.82,54.6,17.78,9.75,hard
1260,3 5 10 10,25.12,54.3,12.34,6.59,hard
1277,4 4 7 13,30.78,53.8,15.04,9.44,hard
1274,6 6 9 13,28.91,53.8,13.19,8.3,hard
1284,3 8 10 12,34.45,53.6,20.48,10.33,hard
1278,2 2 7 10,30.9,53.4,16.2,8.61,hard
1287,2 5 7 9,35.29,52.7,23.49,10.35,hard
1289,2 2 6 9,36.11,52.1,17.94,10.05,hard
1292,2 2 3 5,38.49,51.5,15.34,8.81,hard
1291,4 7 9 11,37.32,51.4,22.71,11.23,hard
1288,2 4 7 7,35.73,50.7,17.22,9.67,hard
1294,3 6 6 10,39.12,50.3,18.48,10.7,hard
1290,7 9 11 12,36.61,50.0,17.36,10.44,hard
1295,7 8 9 12,41.23,48.7,16.03,10.12,hard
1285,6 7 11 11,35.1,46.4,19.8,10.15,hard
1293,5 5 8 11,39.1,45.8,24.18,10.92,hard
1298,1 2 9 11,45.03,44.9,22.27,12.16,hard
1315,4 5 6 12,58.44,44.1,21.82,16.05,hard
1308,2 5 6 9,52.95,44.0,27.17,13.41,hard
1299,1 5 5 5,45.49,43.6,11.92,7.27,hard
1296,1 5 11 11,41.41,43.3,15.93,9.75,hard
1300,4 9 11 11,47.16,43.3,25.26,13.98,hard
1301,5 9 10 11,47.17,42.7,28.12,13.4,hard
1307,8 9 10 12,51.24,42.5,21.95,13.98,hard
1303,6 7 7 11,48.6,42.4,27.65,14.51,hard
1316,4 6 7 9,58.49,42.0,19.47,12.15,hard
1306,3 5 8 13,50.53,41.9,30.48,13.89,hard
1302,1 7 13 13,47.38,41.7,13.99,8.41,hard
1297,5 10 10 11,42.21,41.3,14.82,7.03,hard
1304,3 3 7 7,48.84,41.2,12.6,7.37,hard
1310,1 3 9 10,55.16,40.8,23.19,12.28,hard
1323,6 7 8 12,63.27,40.7,16.9,12.18,hard
1322,3 4 6 13,63.1,40.4,20.37,11.69,hard
1311,4 6 6 10,55.98,40.2,22.83,12.31,hard
1313,2 2 11 11,57.22,40.1,13.2,8.62,hard
1331,2 7 8 9,69.74,39.8,18.28,10.87,hard
1318,4 4 10 10,60.61,39.7,13.47,9.13,hard
1314,5 7 9 12,57.59,39.6,17.8,11.41,hard
1324,2 4 11 12,63.58,39.4,23.37,13.12,hard
1312,4 4 7 7,56.41,38.8,14.56,8.11,hard
1305,5 10 10 13,49.61,38.5,17.09,8.06,hard
1309,1 6 11 13,54.62,38.1,18.47,9.98,hard
1321,3 5 8 12,62.47,38.0,27.97,13.34,hard
1320,4 5 6 11,61.48,38.0,19.42,10.88,hard
1317,6 12 12 13,60.5,37.9,15.11,8.3,hard
1329,7 10 12 13,67.86,37.4,22.3,12.55,hard
1326,2 2 13 13,64.44,37.3,14.05,8.25,hard
1319,4 7 11 13,61.01,37.0,30.84,16.48,hard
1330,5 6 8 13,68.54,36.4,22.65,11.42,hard
1327,6 11 12 12,64.75,36.3,15.4,8.93,hard
1334,1 4 7 11,72.93,35.7,29.78,16.43,hard
1325,5 7 10 11,64.03,35.5,23.76,13.12,hard
1328,5 8 9 13,64.8,34.9,34.56,16.2,hard
1333,5 6 9 11,72.21,33.4,26.15,15.0,hard
1332,2 2 6 13,71.49,33.1,30.83,16.35,hard
1336,2 5 7 8,83.96,32.9,28.52,15.64,hard
1345,2 3 8 13,92.19,32.0,23.64,12.74,hard
1335,6 9 9 10,80.98,31.6,32.75,18.6,hard
1350,3 3 8 8,104.24,30.8,15.65,10.6,hard
1347,2 2 10 11,96.37,30.2,26.2,17.05,hard
1341,4 8 8 11,88.95,30.0,23.19,13.84,hard
1346,7 8 10 11,95.22,29.8,24.05,14.09,hard
1349,1 6 6 8,101.21,29.8,21.64,13.19,hard
1337,7 8 8 13,84.91,29.5,27.08,15.03,hard
1352,3 3 5 7,104.76,29.2,28.32,17.86,hard
1340,4 8 8 13,88.89,29.1,24.53,14.05,hard
1351,1 8 12 12,104.58,29.0,20.38,13.12,hard
1342,3 8 8 10,90.4,28.9,25.35,16.08,hard
1360,1 4 5 6,195.91,28.7,18.38,11.81,hard
1353,2 4 7 12,108.41,28.1,28.97,16.35,hard
1348,9 11 12 13,99.38,27.9,22.06,13.19,hard
1339,3 3 7 13,88.82,27.6,32.8,18.62,hard
1338,5 7 7 11,88.29,27.4,25.62,12.84,hard
1357,3 6 6 11,112.28,27.1,24.73,15.29,hard
1343,2 7 7 10,90.8,27.0,26.85,12.93,hard
1361,1 3 4 6,201.57,26.9,19.77,12.1,hard
1344,5 5 7 11,91.1,26.1,25.79,13.15,hard
1355,3 7 9 13,110.86,26.0,39.84,21.67,hard
1356,2 4 10 10,111.72,25.8,28.72,18.53,hard
1354,2 9 13 13,110.09,24.9,30.9,19.5,hard
1358,3 5 7 13,122.99,23.6,38.68,21.2,hard
1359,2 5 5 10,188.2,22.1,24.09,16.42,hard
1362,2 3 5 12,207.89,20.7,29.96,22.37,hard
